m/z	retention_time	p_value	t_score
118.0266	243.828	0.3367062513607518	-1.1684434249595428
118.0266	276.2	0.43889094282969326	-0.9084206171046835
118.0266	453.3	0.3296020538880895	1.2412860446456229
119.0582	207.274	0.21618015304040117	1.46736862829273
119.0582	207.274	0.015795139575185118	5.477370896245427
119.0582	207.274	0.21039928531618515	-1.7041408508713356
119.0582	207.274	0.4934024503383964	0.8017409588108467
119.0582	238.3	0.23135467975515295	-1.4233825943974825
119.0582	238.3	0.035354298044819044	3.603868924612424
119.0582	238.3	0.033960582866693304	-4.713369743007178
119.0582	238.3	0.6143610923075278	-0.5671624839743749
119.0582	250.8	0.09699558150261398	-2.2679598519726465
119.0582	250.8	0.06005174194708133	2.759354412899685
119.0582	250.8	0.031042201974656486	-5.097894698407919
119.0582	250.8	0.35051383799625013	-1.1035680275330089
119.0582	271.7	0.4953695829981752	-0.7703679686782402
119.0582	271.7	0.028157980392457413	3.474688115118438
119.0582	271.7	0.09188756865021698	-2.953050010517393
119.0582	271.7	0.7636717156304866	-0.3264973475644648
119.0582	284.1	0.044856810721045394	2.890537445950541
119.0582	284.1	0.012294156250514969	6.272505059326432
119.0582	284.1	0.9292559079417575	0.09824786385821274
119.0582	284.1	0.27644269174708025	1.4045425644242162
220.0853	497.195	0.15571912541496996	-2.2094057927278823
220.0853	307.526	0.20730735589960333	-1.503559767688672
116.0956	285.437	0.4675463305659634	0.8869964022642133
116.011	306.607	0.07333404767125298	-3.1683789889570275
116.011	484.1	0.014803660147501684	-4.489853413000442
117.079	367.117	0.08116642784373031	3.1526917208143237
117.079	367.117	0.000637891418223945	14.89615498105798
117.079	367.117	0.011899063502974936	7.276675733701196
117.079	308.1	0.34505289303478837	-1.0804938841583105
117.079	308.1	0.26101521746549244	-1.5460175302127475
117.079	308.1	0.7985630042385765	-0.28049295081009573
117.079	353.8	0.08760806720331675	2.982130925307458
117.079	353.8	0.0016359330142893284	12.439939517962783
117.079	353.8	0.011519351170416381	6.932011075788389
117.079	232.2	0.170910058997611	1.7671542068881778
117.079	232.2	0.08490042521845487	3.0932785158534766
117.079	232.2	0.014652024638368217	4.130144779444611
129.0426	314.245	0.0016591176209349667	-7.786622042958408
129.0426	314.245	0.4494462113122736	-0.9199791751918803
129.0426	314.245	0.7560923372582744	-0.34902158972093317
129.0426	314.245	0.8102418571640964	-0.2697961213325255
129.0426	318.0	0.0018256673106205143	-7.743579209102428
129.0426	318.0	0.43047038629507467	-0.96459554944492
129.0426	318.0	0.7101440714457352	-0.4190926249216569
129.0426	318.0	0.7700047639713047	-0.32931553932481966
129.0426	268.3	0.05307696921331334	3.0918999970770114
129.0426	268.3	0.28285579302117797	1.4490321967666402
129.0426	268.3	0.07310872873249188	3.4055962189171782
129.0426	268.3	0.10064265187770764	2.8659550412861177
129.0426	330.8	0.4100416315458762	-1.020836964183927
129.0426	330.8	0.9726720935894647	-0.036456548408428345
129.0426	330.8	0.5962502640604694	0.5815597136207568
129.0426	330.8	0.6061131091741038	0.5608164892315395
131.0949	407.601	0.07518755919259186	2.8154955798053782
175.0633	501.725	0.12722272465010875	-2.097722634072021
175.0633	501.725	0.10523794548842036	-2.779300280681355
129.0899	238.278	0.01318328486269811	-4.622988832244426
236.0797	332.279	0.008886482512272734	6.048165647393219
147.0533	330.532	0.3122754704335073	-1.160498594523989
314.2453	615.341	0.47614137121927996	0.78953702351759
330.2403	514.1	0.011815875076019978	-6.387494555227891
240.0091	296.401	0.07342031459767982	2.7312809272951686
146.0691	194.544	0.5219891295717072	0.7108864727006399
146.0691	194.544	0.06857769390593943	2.833104617782641
146.0691	200.0	0.883920143089281	-0.15559986050087865
146.0691	200.0	0.13202904937252702	1.9494260473829164
