m/z	retention_time	p_value	t_score
247.0252	307.728	0.3853855811438286	-0.9373983846746767
384.1214	368.504	0.3568437595032953	-1.0717881219090577
384.1286	427.875	0.022405654845499213	-3.1746665727902883
147.0527	220.128	0.12763188014686194	1.7671192421352957
118.0267	237.245	0.38783951024332197	0.9383388981952772
118.0266	243.828	0.42264933487405826	0.8671114026441167
176.0317	321.949	0.06510179996346126	2.376622770704546
176.0314	291.779	0.665744665973844	0.4763573022581609
149.0505	354.097	0.44417025397583193	-0.844005406687859
204.0898	366.692	0.1137219502288576	1.9271805296848734
89.0476	267.097	0.019884258385179626	3.151756059602027
116.0101	407.228	0.4871620286164186	-0.7533626066245701
116.0106	396.899	0.8392605573883162	-0.21915677627646252
88.1004	561.866	0.2777067815156961	1.1935899530506915
88.1	525.708	0.003668215704573928	-5.242980289799982
363.056	372.889	0.6001060276926223	-0.5541074264566676
135.0541	349.355	0.06356355309077631	2.4079449748359942
134.0219	402.531	0.3572468358751903	-1.017066250793964
132.0534	185.46	0.007938212380150246	4.219932094877369
74.0364	361.279	0.7424903770263039	-0.35046228096796334
297.0887	271.05	0.8986557204160406	-0.13548622807500454
130.1216	233.356	0.3883694280439852	-0.9299153757366992
117.0791	325.935	0.4572841562289157	0.8023898664946058
119.0583	180.515	0.5740260515063045	0.598695295026645
119.0582	207.274	0.295546598851456	1.2012984889018872
244.0697	472.973	0.7803982281180488	-0.2916971650769987
488.1075	170.006	0.03374430767772728	-2.739842181462291
192.0259	390.072	0.12670645861560365	-1.915156890643547
267.0961	477.661	0.4988652989330651	0.7212865694277549
102.0313	305.941	0.6524277260902406	-0.4823980785932926
347.0621	197.474	0.026743233487801863	-3.0357514415770535
129.0793	380.95	0.02244274491721364	3.4334671264412444
129.0786	399.66	0.21261239155433745	1.5641149577841202
117.0785	292.978	0.028209760204036132	3.4584881380920884
131.1055	247.956	0.007650447719449644	-5.530952009302877
276.1324	215.112	0.28145389282694216	1.192288140044767
174.0528	228.465	0.005119037930681844	-6.5693999205840505
87.0675	346.36	0.35656675784574793	1.071441615016424
251.1008	325.559	0.8610595846134772	0.1828850815598599
189.0628	412.503	0.015707974393240867	-3.5623789354981077
154.0278	464.819	0.5090871515671146	0.7391799759185261
220.0853	497.195	0.13237831103737419	1.873158177244209
300.2057	759.595	0.24216229144301005	1.2993407277952016
138.0321	483.492	0.4023323323596454	-0.9308414467356948
117.9865	451.46	0.22100450495200635	1.4599656631243716
345.0486	258.598	0.18801595451826553	1.5928875893577665
165.0434	462.28	0.4192589601388764	-0.9082303746050925
116.0956	285.437	0.12532146897562105	-1.7821175602148727
146.105	492.951	0.12390557606739191	2.0729829615610424
62.0004	243.814	0.7355147266949789	-0.3586962388254235
116.011	306.607	0.3801109442769675	0.9667009947327944
194.0583	494.809	0.050862645906816786	-2.7094914284668365
158.1302	644.843	0.9268469551732565	-0.09575463097425536
117.079	367.117	0.11832177612158325	1.9664644075435938
129.0429	324.487	0.7690160154939348	-0.3105805520684583
129.0426	314.245	0.8579144729882776	0.19360456446291668
188.127	383.617	0.7535727552469336	-0.3343134957504331
131.0949	407.601	0.13053175827768992	1.8070635736263456
188.1162	359.069	0.9803481918262559	-0.025701124338911162
175.0633	501.725	0.15815248470128287	-1.6277938095038385
109.0526	426.664	0.5188657393916702	0.6904779440359348
189.111	216.805	0.8792746935812197	-0.15870751351431953
176.0685	493.268	0.07983441697011127	-2.188243523553867
148.0373	428.816	0.003095771905312842	-4.996541222913278
129.0899	238.278	0.09128462127886854	2.4449702042014616
236.0797	332.279	0.04047427371624414	3.116761486150257
130.1114	345.929	0.005893194839397245	-5.502076293918079
