m/z	retention_time	p_value	t_score
347.061	165.142	0.43983919067693844	0.8568293170030233
384.12	368.227	0.8960948359029642	0.1472031244212765
89.0478	241.494	0.9461187146560038	0.07392822305731035
146.109	195.207	0.42819414933768685	-0.9043854626058219
146.1061	474.105	0.4217235598783984	-1.0016662049877512
323.0498	169.774	0.49845950320458554	0.7891134713245017
176.0328	321.379	0.050819195011098134	-2.796782653614366
204.0903	450.091	0.29735730622097956	1.3367920496327628
116.0103	307.707	0.02947397976465599	5.17407578603652
116.0103	408.121	0.06542675871299457	3.512445429999426
116.0103	257.207	0.028308767639626014	5.266806497798087
612.1487	302.036	0.6297016628145521	-0.5625418324471628
642.3001	458.493	0.10905599913390294	-2.624817280719242
88.0988	529.936	0.5616245401408575	-0.6745804918879408
135.0537	349.073	0.042049709414766386	-3.8035840197602218
132.0531	184.874	0.42310795461724693	0.9528362646843821
192.0272	215.905	0.07231776676910198	2.7988372079731088
117.0786	325.426	0.8040832031235454	-0.2650689787572476
89.0478	318.458	0.1781323128564555	-1.9487995728922998
125.0146	169.461	0.015233482516108801	-5.194408986684769
119.0575	180.793	0.6592945605595957	-0.48079595001304126
192.0265	391.225	0.15164660963513954	1.8357662186931494
103.063	276.854	0.2034229323862448	-1.8279154049430248
259.0459	147.818	0.9218891364377318	0.10642614455282239
104.0091	446.952	0.6368388406990948	0.5122792277762238
152.0335	291.841	0.7782931694455026	0.3100868925836209
131.0945	302.364	0.5840962698910825	-0.6167656646320047
131.0945	258.726	0.34223513293164254	-1.079326263496488
129.079	400.318	0.715079079687513	-0.41528672723781357
129.0792	381.087	0.20445186100673807	-1.5759106058545294
176.0425	375.97	0.7255076464781142	-0.37694050785488903
174.0531	229.259	0.16393604470838008	2.153586160352024
87.0685	346.276	0.020404319526756868	4.422974411557849
251.1003	325.794	0.00425455596930226	-7.99466722522253
137.0459	438.001	0.28930855765199803	-1.2351461150230398
153.0099	167.307	0.17941274676090577	-1.772361130016652
189.0634	413.443	0.162883670851113	1.7120525417158605
154.0275	603.763	0.1361466661600173	2.018188337966944
122.036	533.861	0.7734276100494606	-0.3228995860208127
220.0838	496.852	0.23791349897689587	1.4485028191950766
192.027	351.765	0.10670993763502956	2.405990271376941
164.0475	497.662	0.0861644679020942	2.2659938031260953
139.027	574.103	0.5708293982525084	0.6718974885104636
119.0178	301.607	0.28669155297272203	-1.3152309433548706
119.0217	284.286	0.7579105906590227	0.3500267751915029
119.0176	319.687	0.956805315168435	0.0577427606113782
175.0634	445.461	0.0242737397850947	6.076417579501839
116.0956	285.181	0.8166099698742886	0.2578587513835734
187.1679	484.934	0.2288167458333574	1.6432128961926515
145.0848	181.825	0.19830743829569	1.546707317151392
145.085	377.725	0.35920439725748504	1.0443497738724412
175.0478	412.274	0.7114382346684353	0.39784053080209175
175.0477	418.537	0.6399217111173143	0.5053058753611064
175.0472	393.025	0.010956447698268265	4.627250658521899
161.0682	300.911	0.9159730734013787	0.1136190556478743
162.0161	261.963	0.07182941440462193	3.470582634115592
194.0574	494.381	0.16183871965636676	2.098705584354365
115.0266	248.993	0.224847232439139	1.6273188715729778
117.0782	228.101	0.4355463886110202	0.8671209502917073
117.0788	318.327	0.9178652080147142	-0.11110221976243351
117.0782	222.868	0.3886185678170106	0.967525654175895
129.0418	314.468	0.14271525539248542	1.8985896818166137
188.1251	383.096	0.23731909972981713	-1.424971754168125
131.0949	417.608	0.3747598455546841	-1.1268815561289323
118.0259	276.87	0.6698910931442955	0.48986262746884124
126.0296	677.115	0.004124828341812638	5.903470035198377
130.0267	470.686	0.7090752729089173	-0.4123835673491315
103.0626	282.722	0.753727917053473	0.35184555962081765
214.1576	595.227	0.9235391982608299	-0.10218081566469339
109.0522	432.572	0.6371709924908362	0.5309661342881312
189.1101	216.566	0.5152374669540217	-0.7141335298855859
176.0676	493.587	0.007661174870619056	5.615760930543227
172.0367	222.2	0.761130314411109	-0.3255033370282011
129.0899	237.666	0.45092823679263166	-0.8988994840271557
236.0782	244.953	0.28889682271569134	1.3014244796454828
130.1116	345.557	0.19428255201156158	-1.8310343345213667
188.1173	267.889	0.5769052429446896	0.658625505753773
160.1219	524.398	0.11197335223624469	-2.2828439731025973
126.0431	344.456	0.03294755762312087	-4.436533105365743
101.0473	333.43	0.020094761644872793	-4.010760727558662
243.086	253.086	0.5343858528508082	0.723203641825926
154.038	274.02	0.519125121634527	-0.7062120192642901
118.0734	188.282	0.03286057243810397	4.258913349931851
118.0735	444.056	0.07074745046160019	-3.081518038109682
169.0334	380.886	0.8671457484150717	0.17833468780212833
104.0575	443.316	0.16423859562363008	1.853265754364677
148.0014	407.865	0.040064966717917726	3.7918019382218238
113.0468	330.951	0.07451174647323543	3.273113741223738
147.0533	329.837	0.3145426261961184	1.2047710413720432
147.0537	339.696	0.744718161492778	-0.3505281510189025
147.0535	284.895	0.34937609550722654	1.0833811904694834
145.0737	360.501	0.2276158045700101	-1.455729145580865
162.0526	447.914	0.34652170206803307	1.1275663048360611
188.1272	196.669	0.04028249551179509	-2.9923182761746583
145.0739	235.602	0.40990757136615086	-0.968835065115359
127.063	343.805	0.5309807037139375	0.7435052747561819
155.0337	186.855	0.29660662430007273	-1.263803671259231
134.0581	268.565	0.08406856114606114	2.9134802217132147
140.0083	259.037	0.8432230816801616	0.22314402997165456
256.1149	427.248	0.22288394635822478	-1.5375478072714257
335.1323	170.641	0.09195835862844746	-2.3308821625290146
297.1068	197.698	0.30813034794296557	-1.2283016878479542
192.027	233.079	0.08582784412987789	2.7038446436800894
183.0711	561.755	0.8231522981469158	0.24238443833726883
294.2185	708.168	0.14763808183764277	-1.9596427549561461
310.2142	646.605	0.1208401444140359	2.5498417799608126
310.2152	623.667	0.6390379163176472	-0.5149545240100719
149.0453	427.927	0.6918744827273832	0.45079337949571435
152.0471	458.943	0.5001164186929548	-0.741323344283556
120.0576	610.837	0.09892895711957536	2.469080132126965
191.0613	433.457	0.2161983720986767	-1.765456958227247
191.0585	450.008	0.6275156998256098	0.5664546453678618
191.0598	463.838	0.11783110760972679	2.4541555194489364
219.053	372.294	0.004028243577222655	6.128559302427304
165.0402	287.052	0.32937855145527284	1.161946598822552
165.0431	335.335	0.3088488359903314	1.3204091871226942
133.0519	534.425	0.09338995771501542	2.3678414540067387
128.0581	289.502	0.1778997264179395	1.747214110522267
128.0577	263.583	0.9659217684749888	0.04568524240090491
132.0518	286.787	0.42715688647089894	0.8829115154335134
334.2124	601.825	0.05028257468257478	-2.822394144911939
148.0365	280.894	0.15894524316613493	1.815734543363142
146.0582	492.733	0.4874701502619082	0.771264735537538
272.0894	351.983	0.06442068578154672	-3.2433535864126686
190.0478	471.428	0.8496273626057341	0.20411392966674832
142.0738	286.608	0.12667299000226015	-2.4943271649623675
161.0683	276.682	0.021709166444978775	3.698358758823941
161.0685	339.256	0.0590346375330315	3.9298492463086836
228.2096	761.042	0.8529797839424096	-0.2039572800065535
160.0833	210.228	0.280427026114863	-1.2521706660650616
267.0966	209.968	0.23575138793925862	-1.567827370698784
153.0647	241.154	0.5413704744032634	-0.6777748046435312
163.0283	232.442	0.8151455292975042	-0.24966262379339446
345.0505	147.487	0.475501897352056	-0.8458584965224986
312.2301	529.817	0.27798988064768815	-1.2770066108436051
312.2297	577.777	0.41856085422823175	-0.9088008907536942
250.0472	409.247	0.5282378522535524	-0.7296228041548369
202.122	510.331	0.2953517607172423	-1.2226070882141644
210.1249	605.999	0.3762368032185548	-1.1234637792725344
316.2007	666.317	0.2593758725906751	1.468572255150265
148.0524	497.282	0.12816262600577422	2.107817003414293
198.0526	463.791	0.6737507775807925	-0.4618245120906272
164.0502	562.443	0.020003279167891307	3.7595541556120184
294.1211	346.826	0.1100947831228241	-2.0467659859229848
105.0796	325.317	0.8462332383820883	0.2084903277233303
126.0312	505.589	0.00932349085749927	4.866953154395855
126.0311	491.362	0.06858571699303045	3.289024714128259
306.0743	302.16	0.6297016628145521	-0.5625418324471628
147.0523	263.88	0.5220804636736883	0.7323649290679459
101.0835	347.282	0.7868524517288193	0.303467167606256
193.0411	288.097	0.788086059408058	0.2939889717751277
122.0841	453.104	0.22822346045866007	1.7094847518970029
87.0689	444.317	0.7984874593170769	0.27815109349051087
294.2203	685.859	0.024476090337892387	-3.559045466942166
320.233	728.554	0.8887283652562343	-0.15707473674006522
314.2453	592.595	0.9417341636419821	0.07782964422615903
314.2455	615.87	0.12141483432667438	-2.293710332431797
312.2299	651.162	0.4097088621332581	-0.9310876306139618
312.2309	679.528	0.6551387356482616	0.48185637144455307
330.2403	576.837	0.11591615897988596	-2.0400988307109404
330.2385	486.858	0.6691578999137684	-0.46269821821626544
330.2392	541.551	0.29109580797002993	-1.2523255922360395
330.2395	515.144	0.2313788410984967	-1.5026582832589577
232.1037	215.842	0.3684743249566952	1.0865755604735154
210.0996	641.204	0.47444670882704953	0.8149557370476201
175.0474	380.712	0.11927919848204656	2.0803564310184104
175.0474	318.103	0.07232076623687636	2.8382828146864623
240.0079	511.934	0.12106801307427222	2.417746290362733
240.0127	315.133	0.8089421324736314	-0.26816801077123065
240.01	460.035	0.13028842206765637	1.9332006511395896
240.0104	549.356	0.25732322695303245	1.5590727442842478
240.0078	483.881	0.3343132998024705	1.2579354295393963
240.007	478.533	0.30002170301460923	1.3733241202833066
240.0091	296.075	0.5587606736084201	-0.6740066378312168
240.0089	442.121	0.41032062143308645	0.9297875702341393
240.0089	260.997	0.15930788499611834	-1.7295355126439822
240.0102	479.883	0.3946782476851334	1.0719476651275217
228.1359	533.47	0.29359357520794627	1.2747654048645487
228.1355	617.076	0.40707957369875114	0.9292014983294696
212.1416	486.423	0.14401499897590453	-1.953926540027125
212.142	520.992	0.7365396620039149	0.3648658248679955
294.2191	601.555	0.2316060689978084	-1.4508202838206825
292.2041	648.045	0.5538812603790993	-0.660240944006926
172.1101	489.787	0.22189744449269153	-1.4551736432089402
153.0896	584.875	0.7346657248713682	-0.3753333630314293
183.0639	545.702	0.9907196553090066	-0.01242640247360308
302.0789	609.485	0.30785950155644404	-1.2291446496274232
199.0583	491.686	0.6551697934657473	0.502011953060819
209.0799	372.385	0.4401933868360401	-0.9554096481302574
158.0691	317.311	0.30624791253159567	-1.2962284905342845
183.0204	151.239	0.6722376440473422	-0.4724319170361038
198.0282	563.899	0.121861516535966	2.381532762996488
268.081	691.339	0.27042137814770717	-1.337874826327844
146.0689	213.615	0.040883134174729045	-3.5183989009369143
146.0685	199.396	0.1410416679878425	-2.1655670407330563
316.201	646.266	0.19252577588833117	-1.7230839781600462
162.1012	418.344	0.043431919182809246	-3.0437817318430724
189.1495	217.127	0.44407361482340024	-0.8523484510389409
363.0557	341.852	0.8906531161073878	0.15122136011811982
161.0471	508.67	0.038459670102893216	4.746006456321093
